DESEMPEÑO;Alumno_ID;Operativo;CURSO_NORMALIZADO;Curso;División;Ausente;Cantidad_de_palabras;Prosodia;Incluido;Turno;Modalidad;Nivel;Nivel_Unificado;Gestión;Supervisión;Escuela_ID;Departamento;Localidad;zona;Regional;ciclo_lectivo;separador
Crítico;633562;Operativo 2023 Instancia II;3°;3°;B;No;1;1;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1813;CAPITAL;CIUDAD;Sin Zona;NO CORRESPONDE;2023;**
Crítico;669146;Operativo 2023 Instancia II;3°;3°;B;No;1;1;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1813;CAPITAL;CIUDAD;Sin Zona;NO CORRESPONDE;2023;**
Crítico;510417;Operativo 2023 Instancia II;4°;4°;A;No;1;1;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1813;CAPITAL;CIUDAD;Sin Zona;NO CORRESPONDE;2023;**
Crítico;643518;Operativo 2023 Instancia II;4°;4°;B;No;23;1;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1813;CAPITAL;CIUDAD;Sin Zona;NO CORRESPONDE;2023;**
Básico;745019;Operativo 2023 Instancia II;4°;4°;B;No;49;2;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1813;CAPITAL;CIUDAD;Sin Zona;NO CORRESPONDE;2023;**
Medio;435063;Operativo 2023 Instancia II;7°;7°;A;No;116;2;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1813;CAPITAL;CIUDAD;Sin Zona;NO CORRESPONDE;2023;**
Básico;425749;Operativo 2023 Instancia II;7°;7°;B;No;87;3;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1813;CAPITAL;CIUDAD;Sin Zona;NO CORRESPONDE;2023;**
Crítico;857415;Operativo 2023 Instancia II;2°;2°;B;No;0;0;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1820;CAPITAL;TERCERA SECCION;Sin Zona;NO CORRESPONDE;2023;**
Básico;410479;Operativo 2023 Instancia II;6°;6°;A;No;84;1;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1820;CAPITAL;TERCERA SECCION;Sin Zona;NO CORRESPONDE;2023;**
Crítico;438958;Operativo 2023 Instancia II;7°;7°;B;No;60;2;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1820;CAPITAL;TERCERA SECCION;Sin Zona;NO CORRESPONDE;2023;**
Crítico;402457;Operativo 2023 Instancia II;7°;7°;C;No;0;0;Si;Tarde;Presencial;Primario;Primario;Privada;01 - Primario Privada;1820;CAPITAL;TERCERA SECCION;Sin Zona;NO CORRESPONDE;2023;**
Básico;634139;Operativo 2023 Instancia II;4°;4°;A;No;50;3;Si;Mañana;Presencial;Primario;Primario;Privada;03 - Primario Privada;1824;GODOY CRUZ;GODOY CRUZ;0;NO CORRESPONDE;2023;**
Medio;465617;Operativo 2023 Instancia II;6°;6°;B;No;125;2;Si;Tarde;Presencial;Primario;Primario;Privada;03 - Primario Privada;1824;GODOY CRUZ;GODOY CRUZ;0;NO CORRESPONDE;2023;**
Avanzado;809640;Operativo 2023 Instancia II;2°;2°;A;No;75;3;Si;Tarde;Presencial;Primario;Primario;Privada;02 - Primario Privada;1831;SAN MARTÍN;SAN MARTÍN;0;NO CORRESPONDE;2023;**
Crítico;809708;Operativo 2023 Instancia II;2°;2°;B;No;2;1;Si;Tarde;Presencial;Primario;Primario;Privada;02 - Primario Privada;1831;SAN MARTÍN;SAN MARTÍN;0;NO CORRESPONDE;2023;**
Crítico;739778;Operativo 2023 Instancia II;3°;3°;A;No;0;1;Si;Tarde;Presencial;Primario;Primario;Privada;02 - Primario Privada;1831;SAN MARTÍN;SAN MARTÍN;0;NO CORRESPONDE;2023;**
Crítico;511880;Operativo 2023 Instancia II;4°;4°;A;No;15;1;Si;Tarde;Presencial;Primario;Primario;Privada;02 - Primario Privada;1831;SAN MARTÍN;SAN MARTÍN;0;NO CORRESPONDE;2023;**
Crítico;511981;Operativo 2023 Instancia II;4°;4°;A;No;9;1;Si;Tarde;Presencial;Primario;Primario;Privada;02 - Primario Privada;1831;SAN MARTÍN;SAN MARTÍN;0;NO CORRESPONDE;2023;**
Crítico;470958;Operativo 2023 Instancia II;5°;5°;A;No;11;1;Si;Tarde;Presencial;Primario;Primario;Privada;02 - Primario Privada;1831;SAN MARTÍN;SAN MARTÍN;0;NO CORRESPONDE;2023;**
Crítico;434744;Operativo 2023 Instancia II;6°;6°;A;No;8;1;Si;Tarde;Presencial;Primario;Primario;Privada;02 - Primario Privada;1831;SAN MARTÍN;SAN MARTÍN;0;NO CORRESPONDE;2023;**
Crítico;437127;Operativo 2023 Instancia II;7°;7°;B;No;61;1;Si;Tarde;Presencial;Primario;Primario;Privada;02 - Primario Privada;1831;SAN MARTÍN;SAN MARTÍN;0;NO CORRESPONDE;2023;**
Crítico;444949;Operativo 2023 Instancia II;7°;7°;B;No;60;1;Si;Tarde;Presencial;Primario;Primario;Privada;02 - Primario Privada;1831;SAN MARTÍN;SAN MARTÍN;0;NO CORRESPONDE;2023;**
Crítico;596137;Operativo 2023 Instancia II;2°;2°;Única;No;3;1;Si;Mañana;Presencial;Primario;Primario;Privada;02 - Primario Privada;1832;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;798567;Operativo 2023 Instancia II;3°;3°;B;No;21;1;Si;Mañana;Presencial;Primario;Primario;Privada;02 - Primario Privada;1832;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Medio;507682;Operativo 2023 Instancia II;4°;4°;A;No;80;2;Si;Mañana;Presencial;Primario;Primario;Privada;02 - Primario Privada;1832;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;430132;Operativo 2023 Instancia II;5°;5°;A;No;29;2;Si;Mañana;Presencial;Primario;Primario;Privada;02 - Primario Privada;1832;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;652537;Operativo 2023 Instancia II;5°;5°;A;No;43;1;Si;Mañana;Presencial;Primario;Primario;Privada;02 - Primario Privada;1832;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;387907;Operativo 2023 Instancia II;6°;6°;A;No;0;0;Si;Mañana;Presencial;Primario;Primario;Privada;02 - Primario Privada;1832;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;416317;Operativo 2023 Instancia II;6°;6°;A;No;30;2;Si;Mañana;Presencial;Primario;Primario;Privada;02 - Primario Privada;1832;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;401543;Operativo 2023 Instancia II;7°;7°;A;No;48;2;Si;Mañana;Presencial;Primario;Primario;Privada;02 - Primario Privada;1832;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;390624;Operativo 2023 Instancia II;7°;7°;B;No;58;2;Si;Mañana;Presencial;Primario;Primario;Privada;02 - Primario Privada;1832;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Básico;406585;Operativo 2023 Instancia II;7°;7°;B;No;92;2;Si;Mañana;Presencial;Primario;Primario;Privada;02 - Primario Privada;1832;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Básico;492682;Operativo 2023 Instancia II;5°;5°;A;No;64;2;Si;Mañana;Presencial;Primario;Primario;Privada;02 - Primario Privada;1837;RIVADAVIA;CIUDAD;0;NO CORRESPONDE;2023;**
Avanzado;424485;Operativo 2023 Instancia II;7°;7°;A;No;202;3;Si;Mañana;Presencial;Primario;Primario;Privada;02 - Primario Privada;1837;RIVADAVIA;CIUDAD;0;NO CORRESPONDE;2023;**
Crítico;632390;Operativo 2023 Instancia II;4°;4°;B;No;0;0;Si;Mañana;Presencial;Primario;Primario;Privada;03 - Primario Privada;1842;GODOY CRUZ;GOBERNADOR BENEGAS;0;NO CORRESPONDE;2023;**
Crítico;799989;Operativo 2023 Instancia II;5°;5°;C;No;29;1;Si;Mañana;Presencial;Primario;Primario;Privada;03 - Primario Privada;1842;GODOY CRUZ;GOBERNADOR BENEGAS;0;NO CORRESPONDE;2023;**
Crítico;807215;Operativo 2023 Instancia II;2°;2°;UNICA;No;0;0;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1846;CAPITAL;TERCERA SECCION;0;NO CORRESPONDE;2023;**
Crítico;494244;Operativo 2023 Instancia II;4°;4°;UNICA;No;21;1;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1846;CAPITAL;TERCERA SECCION;0;NO CORRESPONDE;2023;**
Crítico;441766;Operativo 2023 Instancia II;6°;6°;UNICA;No;0;0;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1846;CAPITAL;TERCERA SECCION;0;NO CORRESPONDE;2023;**
Crítico;732953;Operativo 2023 Instancia II;3°;3°;B;No;1;1;Si;Tarde;Presencial;Primario;Primario;Privada;02 - Primario Privada;1847;SAN MARTÍN;SAN MARTÍN;Sin Zona;NO CORRESPONDE;2023;**
Crítico;481059;Operativo 2023 Instancia II;5°;5°;A;No;10;1;Si;Mañana;Presencial;Primario;Primario;Privada;02 - Primario Privada;1847;SAN MARTÍN;SAN MARTÍN;Sin Zona;NO CORRESPONDE;2023;**
Crítico;417326;Operativo 2023 Instancia II;7°;7°;A;No;80;2;Si;Mañana;Presencial;Primario;Primario;Privada;02 - Primario Privada;1847;SAN MARTÍN;SAN MARTÍN;Sin Zona;NO CORRESPONDE;2023;**
Crítico;682175;Operativo 2023 Instancia II;3°;3°;A;No;0;1;Si;Mañana;Presencial;Primario;Primario;Privada;03 - Primario Privada;1852;GODOY CRUZ;VILLA HIPODROMO;0;NO CORRESPONDE;2023;**
Crítico;739136;Operativo 2023 Instancia II;3°;3°;B;No;8;2;Si;Mañana;Presencial;Primario;Primario;Privada;03 - Primario Privada;1852;GODOY CRUZ;VILLA HIPODROMO;0;NO CORRESPONDE;2023;**
Medio;681909;Operativo 2023 Instancia II;4°;4°;A;No;101;2;Si;Mañana;Presencial;Primario;Primario;Privada;03 - Primario Privada;1852;GODOY CRUZ;VILLA HIPODROMO;0;NO CORRESPONDE;2023;**
Básico;681879;Operativo 2023 Instancia II;4°;4°;B;No;49;1;Si;Mañana;Presencial;Primario;Primario;Privada;03 - Primario Privada;1852;GODOY CRUZ;VILLA HIPODROMO;0;NO CORRESPONDE;2023;**
Crítico;483324;Operativo 2023 Instancia II;5°;5°;A;No;49;1;Si;Mañana;Presencial;Primario;Primario;Privada;03 - Primario Privada;1852;GODOY CRUZ;VILLA HIPODROMO;0;NO CORRESPONDE;2023;**
Crítico;477182;Operativo 2023 Instancia II;5°;5°;B;No;26;1;Si;Mañana;Presencial;Primario;Primario;Privada;03 - Primario Privada;1852;GODOY CRUZ;VILLA HIPODROMO;0;NO CORRESPONDE;2023;**
Crítico;410325;Operativo 2023 Instancia II;7°;7°;B;No;0;1;Si;Mañana;Presencial;Primario;Primario;Privada;03 - Primario Privada;1852;GODOY CRUZ;VILLA HIPODROMO;0;NO CORRESPONDE;2023;**
Crítico;757424;Operativo 2023 Instancia II;3°;3°;Ú;No;6;1;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1865;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Crítico;757430;Operativo 2023 Instancia II;3°;3°;Ú;No;20;1;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1865;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Crítico;519801;Operativo 2023 Instancia II;2°;2°;C;No;0;0;Si;Tarde;Presencial;Primario;Primario;Privada;02 - Primario Privada;1867;SAN MARTÍN;SAN MARTÍN;10%;NO CORRESPONDE;2023;**
Avanzado;646675;Operativo 2023 Instancia II;3°;3°;C;No;102;3;Si;Tarde;Presencial;Primario;Primario;Privada;02 - Primario Privada;1867;SAN MARTÍN;SAN MARTÍN;10%;NO CORRESPONDE;2023;**
Crítico;510671;Operativo 2023 Instancia II;4°;4°;A;No;17;1;Si;Mañana;Presencial;Primario;Primario;Privada;02 - Primario Privada;1867;SAN MARTÍN;SAN MARTÍN;10%;NO CORRESPONDE;2023;**
Crítico;440695;Operativo 2023 Instancia II;6°;6°;C;No;44;1;Si;Tarde;Presencial;Primario;Primario;Privada;02 - Primario Privada;1867;SAN MARTÍN;SAN MARTÍN;10%;NO CORRESPONDE;2023;**
Crítico;625115;Operativo 2023 Instancia II;2°;2°;A;No;7;0;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1869;CAPITAL;CUARTA SECCION;Sin Zona;NO CORRESPONDE;2023;**
Crítico;796151;Operativo 2023 Instancia II;2°;2°;A;No;0;1;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1869;CAPITAL;CUARTA SECCION;Sin Zona;NO CORRESPONDE;2023;**
Crítico;625627;Operativo 2023 Instancia II;2°;2°;B;No;0;0;Si;Tarde;Presencial;Primario;Primario;Privada;01 - Primario Privada;1869;CAPITAL;CUARTA SECCION;Sin Zona;NO CORRESPONDE;2023;**
Crítico;740289;Operativo 2023 Instancia II;3°;3°;B;No;26;1;Si;Tarde;Presencial;Primario;Primario;Privada;01 - Primario Privada;1869;CAPITAL;CUARTA SECCION;Sin Zona;NO CORRESPONDE;2023;**
Crítico;512473;Operativo 2023 Instancia II;4°;4°;B;No;0;0;Si;Tarde;Presencial;Primario;Primario;Privada;01 - Primario Privada;1869;CAPITAL;CUARTA SECCION;Sin Zona;NO CORRESPONDE;2023;**
Básico;496470;Operativo 2023 Instancia II;5°;5°;A;No;67;1;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1869;CAPITAL;CUARTA SECCION;Sin Zona;NO CORRESPONDE;2023;**
Crítico;685003;Operativo 2023 Instancia II;3°;3°;A;No;4;1;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1875;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Crítico;685940;Operativo 2023 Instancia II;4°;4°;B;No;10;1;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1875;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Crítico;517763;Operativo 2023 Instancia II;3°;3°;B;No;9;1;Si;Tarde;Presencial;Primario;Primario;Privada;03 - Primario Privada;1878;GODOY CRUZ;VILLA HIPODROMO;20%;NO CORRESPONDE;2023;**
Crítico;506159;Operativo 2023 Instancia II;4°;4°;A;No;0;0;Si;Mañana;Presencial;Primario;Primario;Privada;03 - Primario Privada;1878;GODOY CRUZ;VILLA HIPODROMO;20%;NO CORRESPONDE;2023;**
Crítico;494153;Operativo 2023 Instancia II;5°;5°;A;No;0;0;Si;Mañana;Presencial;Primario;Primario;Privada;03 - Primario Privada;1878;GODOY CRUZ;VILLA HIPODROMO;20%;NO CORRESPONDE;2023;**
Crítico;498664;Operativo 2023 Instancia II;5°;5°;B;No;43;1;Si;Tarde;Presencial;Primario;Primario;Privada;03 - Primario Privada;1878;GODOY CRUZ;VILLA HIPODROMO;20%;NO CORRESPONDE;2023;**
Crítico;432220;Operativo 2023 Instancia II;7°;7°;B;No;3;1;Si;Tarde;Presencial;Primario;Primario;Privada;03 - Primario Privada;1878;GODOY CRUZ;VILLA HIPODROMO;20%;NO CORRESPONDE;2023;**
Básico;806064;Operativo 2023 Instancia II;2°;2°;B;No;35;3;Si;Tarde;Presencial;Primario;Primario;Privada;02 - Primario Privada;1882;LAS HERAS;LAS HERAS;30%;NO CORRESPONDE;2023;**
Crítico;653056;Operativo 2023 Instancia II;3°;3°;B;No;0;0;Si;Tarde;Presencial;Primario;Primario;Privada;03 - Primario Privada;1884;GODOY CRUZ;GODOY CRUZ;Sin Zona;NO CORRESPONDE;2023;**
Medio;436252;Operativo 2023 Instancia II;6°;6°;A;No;112;2;Si;Mañana;Presencial;Primario;Primario;Privada;03 - Primario Privada;1884;GODOY CRUZ;GODOY CRUZ;Sin Zona;NO CORRESPONDE;2023;**
Medio;397040;Operativo 2023 Instancia II;7°;7°;C;No;131;2;Si;Mañana;Presencial;Primario;Primario;Privada;03 - Primario Privada;1884;GODOY CRUZ;GODOY CRUZ;Sin Zona;NO CORRESPONDE;2023;**
Crítico;734436;Operativo 2023 Instancia II;3°;3°;A;No;21;1;Si;Mañana;Presencial;Primario;Primario;Privada;02 - Primario Privada;1885;SAN MARTÍN;PALMIRA;20%;NO CORRESPONDE;2023;**
Crítico;593513;Operativo 2023 Instancia II;6°;6°;A;No;59;2;Si;Mañana;Presencial;Primario;Primario;Privada;02 - Primario Privada;1885;SAN MARTÍN;PALMIRA;20%;NO CORRESPONDE;2023;**
Crítico;735209;Operativo 2023 Instancia II;3°;3°;A;No;10;1;Si;Tarde;Presencial;Primario;Primario;Privada;02 - Primario Privada;1887;LAS HERAS;EL CHALLAO;50%;NO CORRESPONDE;2023;**
Crítico;740288;Operativo 2023 Instancia II;3°;3°;A;No;1;1;Si;Tarde;Presencial;Primario;Primario;Privada;02 - Primario Privada;1887;LAS HERAS;EL CHALLAO;50%;NO CORRESPONDE;2023;**
Crítico;857447;Operativo 2023 Instancia II;3°;3°;A;No;1;1;Si;Tarde;Presencial;Primario;Primario;Privada;02 - Primario Privada;1887;LAS HERAS;EL CHALLAO;50%;NO CORRESPONDE;2023;**
Crítico;857449;Operativo 2023 Instancia II;3°;3°;A;No;1;1;Si;Tarde;Presencial;Primario;Primario;Privada;02 - Primario Privada;1887;LAS HERAS;EL CHALLAO;50%;NO CORRESPONDE;2023;**
Crítico;690131;Operativo 2023 Instancia II;3°;3°;A;No;0;0;Si;Mañana;Presencial;Primario;Primario;Privada;02 - Primario Privada;1905;JUNIN;LA COLONIA;10%;NO CORRESPONDE;2023;**
Crítico;377589;Operativo 2023 Instancia II;7°;7°;A;No;15;0;Si;Mañana;Presencial;Primario;Primario;Privada;02 - Primario Privada;1905;JUNIN;LA COLONIA;10%;NO CORRESPONDE;2023;**
Crítico;415585;Operativo 2023 Instancia II;7°;7°;A;No;0;0;Si;Mañana;Presencial;Primario;Primario;Privada;02 - Primario Privada;1905;JUNIN;LA COLONIA;10%;NO CORRESPONDE;2023;**
Crítico;806451;Operativo 2023 Instancia II;2°;2°;A;No;0;0;Si;Tarde;Presencial;Primario;Primario;Privada;01 - Primario Privada;1908;CAPITAL;QUINTA SECCION;50%;NO CORRESPONDE;2023;**
Crítico;516641;Operativo 2023 Instancia I;3°;3°;A;No;0;3;Si;Tarde;Presencial;Primario;Primario;Privada;01 - Primario Privada;1908;CAPITAL;QUINTA SECCION;50%;NO CORRESPONDE;2023;**
Crítico;490228;Operativo 2023 Instancia II;4°;4°;A;No;24;1;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1908;CAPITAL;QUINTA SECCION;50%;NO CORRESPONDE;2023;**
Crítico;488284;Operativo 2023 Instancia II;5°;5°;B;No;9;1;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1908;CAPITAL;QUINTA SECCION;50%;NO CORRESPONDE;2023;**
Crítico;518350;Operativo 2023 Instancia II;3°;3°;A;No;0;0;Si;Mañana;Presencial;Primario;Primario;Privada;03 - Primario Privada;1910;GODOY CRUZ;LAS TORTUGAS;10%;NO CORRESPONDE;2023;**
Crítico;468231;Operativo 2023 Instancia II;6°;6°;B;No;40;0;Si;Mañana;Presencial;Primario;Primario;Privada;03 - Primario Privada;1910;GODOY CRUZ;LAS TORTUGAS;10%;NO CORRESPONDE;2023;**
Básico;405089;Operativo 2023 Instancia II;7°;7°;B;No;107;1;Si;Mañana;Presencial;Primario;Primario;Privada;03 - Primario Privada;1910;GODOY CRUZ;LAS TORTUGAS;10%;NO CORRESPONDE;2023;**
Crítico;735391;Operativo 2023 Instancia II;2°;2°;A;No;1;1;Si;Mañana;Presencial;Primario;Primario;Privada;02 - Primario Privada;1914;LAS HERAS;EL PLUMERILLO;50%;NO CORRESPONDE;2023;**
Crítico;606580;Operativo 2023 Instancia II;3°;3°;A;No;22;1;Si;Mañana;Presencial;Primario;Primario;Privada;02 - Primario Privada;1914;LAS HERAS;EL PLUMERILLO;50%;NO CORRESPONDE;2023;**
Crítico;508605;Operativo 2023 Instancia II;4°;4°;A;No;40;1;Si;Mañana;Presencial;Primario;Primario;Privada;02 - Primario Privada;1914;LAS HERAS;EL PLUMERILLO;50%;NO CORRESPONDE;2023;**
Crítico;509695;Operativo 2023 Instancia II;4°;4°;A;No;0;1;Si;Mañana;Presencial;Primario;Primario;Privada;02 - Primario Privada;1914;LAS HERAS;EL PLUMERILLO;50%;NO CORRESPONDE;2023;**
Básico;439842;Operativo 2023 Instancia II;6°;6°;A;No;86;2;Si;Mañana;Presencial;Primario;Primario;Privada;02 - Primario Privada;1914;LAS HERAS;EL PLUMERILLO;50%;NO CORRESPONDE;2023;**
Crítico;445700;Operativo 2023 Instancia II;6°;6°;A;No;33;1;Si;Mañana;Presencial;Primario;Primario;Privada;02 - Primario Privada;1914;LAS HERAS;EL PLUMERILLO;50%;NO CORRESPONDE;2023;**
Crítico;423667;Operativo 2023 Instancia II;7°;7°;A;No;0;1;Si;Mañana;Presencial;Primario;Primario;Privada;02 - Primario Privada;1914;LAS HERAS;EL PLUMERILLO;50%;NO CORRESPONDE;2023;**
Crítico;691660;Operativo 2023 Instancia II;3°;3°;A;No;1;1;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1918;LAS HERAS;EL ZAPALLAR;0;NO CORRESPONDE;2023;**
Crítico;506454;Operativo 2023 Instancia II;4°;4°;A;No;0;0;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1918;LAS HERAS;EL ZAPALLAR;0;NO CORRESPONDE;2023;**
Crítico;417583;Operativo 2023 Instancia II;6°;6°;A;No;19;1;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1918;LAS HERAS;EL ZAPALLAR;0;NO CORRESPONDE;2023;**
Crítico;473343;Operativo 2023 Instancia II;6°;6°;A;No;25;1;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1918;LAS HERAS;EL ZAPALLAR;0;NO CORRESPONDE;2023;**
Básico;715485;Operativo 2023 Instancia II;6°;6°;A;No;94;2;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1918;LAS HERAS;EL ZAPALLAR;0;NO CORRESPONDE;2023;**
Básico;435800;Operativo 2023 Instancia II;7°;7°;A;No;99;2;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1918;LAS HERAS;EL ZAPALLAR;0;NO CORRESPONDE;2023;**
Crítico;751542;Operativo 2023 Instancia II;2°;2°;A;No;2;1;Si;Mañana;Presencial;Primario;Primario;Privada;03 - Primario Privada;1926;GODOY CRUZ;GODOY CRUZ;0;NO CORRESPONDE;2023;**
Crítico;804804;Operativo 2023 Instancia II;2°;2°;B;No;13;1;Si;Tarde;Presencial;Primario;Primario;Privada;03 - Primario Privada;1926;GODOY CRUZ;GODOY CRUZ;0;NO CORRESPONDE;2023;**
Básico;689440;Operativo 2023 Instancia I;3°;3°;A;No;50;1;Si;Mañana;Presencial;Primario;Primario;Privada;03 - Primario Privada;1926;GODOY CRUZ;GODOY CRUZ;0;NO CORRESPONDE;2023;**
Crítico;447271;Operativo 2023 Instancia II;5°;5°;B;No;52;2;Si;Tarde;Presencial;Primario;Primario;Privada;03 - Primario Privada;1926;GODOY CRUZ;GODOY CRUZ;0;NO CORRESPONDE;2023;**
Medio;473634;Operativo 2023 Instancia I;6°;6°;A;No;134;3;Si;Mañana;Presencial;Primario;Primario;Privada;03 - Primario Privada;1926;GODOY CRUZ;GODOY CRUZ;0;NO CORRESPONDE;2023;**
Crítico;509329;Operativo 2023 Instancia II;4°;4°;A;No;13;1;Si;Mañana;Presencial;Primario;Primario;Privada;03 - Primario Privada;1935;GODOY CRUZ;GODOY CRUZ;Sin Zona;NO CORRESPONDE;2023;**
Crítico;621359;Operativo 2023 Instancia II;2°;2°;A;No;3;1;Si;Mañana;Presencial;Primario;Primario;Privada;03 - Primario Privada;1936;GODOY CRUZ;GODOY CRUZ;0;NO CORRESPONDE;2023;**
Crítico;813640;Operativo 2023 Instancia II;2°;2°;A;No;2;1;Si;Mañana;Presencial;Primario;Primario;Privada;03 - Primario Privada;1936;GODOY CRUZ;GODOY CRUZ;0;NO CORRESPONDE;2023;**
Crítico;443462;Operativo 2023 Instancia II;6°;6°;A;No;65;3;Si;Mañana;Presencial;Primario;Primario;Privada;03 - Primario Privada;1936;GODOY CRUZ;GODOY CRUZ;0;NO CORRESPONDE;2023;**
Medio;285758;Operativo 2023 Instancia II;4°;4°;I;No;158;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1947;CAPITAL;TERCERA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;273192;Operativo 2023 Instancia II;5°;5°;E;No;21;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1947;CAPITAL;TERCERA SECCION;10%;NO CORRESPONDE;2023;**
Avanzado;13877;Operativo 2023 Instancia II;1°;1°;A;No;179;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1948;CAPITAL;PRIMERA SECCION;0;NO CORRESPONDE;2023;**
Medio;377350;Operativo 2023 Instancia II;1°;1°;A;No;160;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1948;CAPITAL;PRIMERA SECCION;0;NO CORRESPONDE;2023;**
Medio;378442;Operativo 2023 Instancia II;1°;1°;A;No;138;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1948;CAPITAL;PRIMERA SECCION;0;NO CORRESPONDE;2023;**
Medio;378838;Operativo 2023 Instancia II;1°;1°;A;No;141;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1948;CAPITAL;PRIMERA SECCION;0;NO CORRESPONDE;2023;**
Medio;379756;Operativo 2023 Instancia II;1°;1°;A;No;148;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1948;CAPITAL;PRIMERA SECCION;0;NO CORRESPONDE;2023;**
